account_key,cancel_date,days_to_cancel,is_canceled,join_date,status,cancel_year,cancel_month,cancel_day,join_year,join_month,join_day
562,,,False,2014-11-10,current,,,,2014,11,10
1098,,,False,2014-11-10,current,,,,2014,11,10
378,2015-03-10,120.0,True,2014-11-10,canceled,2015.0,3.0,10.0,2014,11,10
378,2015-04-17,38.0,True,2015-03-10,canceled,2015.0,4.0,17.0,2015,3,10
1214,2015-01-15,66.0,True,2014-11-10,canceled,2015.0,1.0,15.0,2014,11,10
483,2015-04-20,161.0,True,2014-11-10,canceled,2015.0,4.0,20.0,2014,11,10
1094,2014-12-17,37.0,True,2014-11-10,canceled,2014.0,12.0,17.0,2014,11,10
882,2014-12-17,37.0,True,2014-11-10,canceled,2014.0,12.0,17.0,2014,11,10
412,2015-03-10,120.0,True,2014-11-10,canceled,2015.0,3.0,10.0,2014,11,10
412,,,False,2015-04-01,current,,,,2015,4,1
412,2015-04-01,22.0,True,2015-03-10,canceled,2015.0,4.0,1.0,2015,3,10
390,,,False,2014-11-10,current,,,,2014,11,10
366,2015-03-10,120.0,True,2014-11-10,canceled,2015.0,3.0,10.0,2014,11,10
366,2015-04-17,16.0,True,2015-04-01,canceled,2015.0,4.0,17.0,2015,4,1
366,2015-04-01,22.0,True,2015-03-10,canceled,2015.0,4.0,1.0,2015,3,10
81,,,False,2014-11-10,current,,,,2014,11,10
696,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
696,2015-01-20,6.0,True,2015-01-14,canceled,2015.0,1.0,20.0,2015,1,14
892,2014-11-12,2.0,True,2014-11-10,canceled,2014.0,11.0,12.0,2014,11,10
1142,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
1142,2015-07-17,129.0,True,2015-03-10,canceled,2015.0,7.0,17.0,2015,3,10
1142,2015-03-10,55.0,True,2015-01-14,canceled,2015.0,3.0,10.0,2015,1,14
234,,,False,2014-11-11,current,,,,2014,11,11
148,2015-03-10,119.0,True,2014-11-11,canceled,2015.0,3.0,10.0,2014,11,11
148,2015-04-18,17.0,True,2015-04-01,canceled,2015.0,4.0,18.0,2015,4,1
148,2015-04-01,22.0,True,2015-03-10,canceled,2015.0,4.0,1.0,2015,3,10
630,2015-03-18,127.0,True,2014-11-11,canceled,2015.0,3.0,18.0,2014,11,11
1083,2014-11-12,1.0,True,2014-11-11,canceled,2014.0,11.0,12.0,2014,11,11
1011,2014-11-12,1.0,True,2014-11-11,canceled,2014.0,11.0,12.0,2014,11,11
1011,2015-05-15,37.0,True,2015-04-08,canceled,2015.0,5.0,15.0,2015,4,8
1114,2014-11-18,6.0,True,2014-11-12,canceled,2014.0,11.0,18.0,2014,11,12
161,2015-05-19,188.0,True,2014-11-12,canceled,2015.0,5.0,19.0,2014,11,12
441,2015-06-19,219.0,True,2014-11-12,canceled,2015.0,6.0,19.0,2014,11,12
712,2015-03-20,127.0,True,2014-11-13,canceled,2015.0,3.0,20.0,2014,11,13
273,,,False,2014-11-14,current,,,,2014,11,14
76,2014-11-15,1.0,True,2014-11-14,canceled,2014.0,11.0,15.0,2014,11,14
76,,,False,2015-01-15,current,,,,2015,1,15
76,2015-01-15,61.0,True,2014-11-15,canceled,2015.0,1.0,15.0,2014,11,15
938,2015-01-16,63.0,True,2014-11-14,canceled,2015.0,1.0,16.0,2014,11,14
131,,,False,2014-11-14,current,,,,2014,11,14
231,,,False,2014-11-14,current,,,,2014,11,14
1085,2014-11-18,4.0,True,2014-11-14,canceled,2014.0,11.0,18.0,2014,11,14
327,,,False,2014-11-14,current,,,,2014,11,14
829,2014-12-22,37.0,True,2014-11-15,canceled,2014.0,12.0,22.0,2014,11,15
829,2014-11-15,1.0,True,2014-11-14,canceled,2014.0,11.0,15.0,2014,11,14
203,2014-11-21,6.0,True,2014-11-15,canceled,2014.0,11.0,21.0,2014,11,15
203,2015-07-19,68.0,True,2015-05-12,canceled,2015.0,7.0,19.0,2015,5,12
277,,,False,2014-11-15,current,,,,2014,11,15
280,,,False,2014-11-15,current,,,,2014,11,15
308,,,False,2014-11-16,current,,,,2014,11,16
1239,2014-11-19,2.0,True,2014-11-17,canceled,2014.0,11.0,19.0,2014,11,17
1230,2014-11-19,2.0,True,2014-11-17,canceled,2014.0,11.0,19.0,2014,11,17
875,2014-11-17,0.0,True,2014-11-17,canceled,2014.0,11.0,17.0,2014,11,17
202,,,False,2014-12-03,current,,,,2014,12,3
563,2015-07-10,219.0,True,2014-12-03,canceled,2015.0,7.0,10.0,2014,12,3
1167,2015-01-10,38.0,True,2014-12-03,canceled,2015.0,1.0,10.0,2014,12,3
643,2015-02-03,62.0,True,2014-12-03,canceled,2015.0,2.0,3.0,2014,12,3
643,2015-04-08,29.0,True,2015-03-10,canceled,2015.0,4.0,8.0,2015,3,10
643,,,False,2015-04-18,current,,,,2015,4,18
643,2015-04-18,10.0,True,2015-04-08,canceled,2015.0,4.0,18.0,2015,4,8
643,2015-03-10,35.0,True,2015-02-03,canceled,2015.0,3.0,10.0,2015,2,3
110,2015-05-10,158.0,True,2014-12-03,canceled,2015.0,5.0,10.0,2014,12,3
244,,,False,2014-12-04,current,,,,2014,12,4
1289,2015-02-03,61.0,True,2014-12-04,canceled,2015.0,2.0,3.0,2014,12,4
1120,2014-12-04,0.0,True,2014-12-04,canceled,2014.0,12.0,4.0,2014,12,4
500,2015-02-03,60.0,True,2014-12-05,canceled,2015.0,2.0,3.0,2014,12,5
500,2014-11-17,5.0,True,2014-11-12,canceled,2014.0,11.0,17.0,2014,11,12
500,,,False,2015-02-03,current,,,,2015,2,3
728,2014-12-05,0.0,True,2014-12-05,canceled,2014.0,12.0,5.0,2014,12,5
209,,,False,2014-12-05,current,,,,2014,12,5
292,,,False,2014-12-05,current,,,,2014,12,5
546,,,False,2014-12-05,current,,,,2014,12,5
1160,2015-01-12,38.0,True,2014-12-05,canceled,2015.0,1.0,12.0,2014,12,5
64,2015-04-13,128.0,True,2014-12-06,canceled,2015.0,4.0,13.0,2014,12,6
637,2014-12-10,4.0,True,2014-12-06,canceled,2014.0,12.0,10.0,2014,12,6
637,2015-04-14,35.0,True,2015-03-10,canceled,2015.0,4.0,14.0,2015,3,10
637,2015-08-13,99.0,True,2015-05-06,canceled,2015.0,8.0,13.0,2015,5,6
637,2015-03-10,62.0,True,2015-01-07,canceled,2015.0,3.0,10.0,2015,1,7
52,2015-03-14,97.0,True,2014-12-07,canceled,2015.0,3.0,14.0,2014,12,7
747,2014-12-13,6.0,True,2014-12-07,canceled,2014.0,12.0,13.0,2014,12,7
747,,,False,2015-04-02,current,,,,2015,4,2
450,,,False,2014-12-07,current,,,,2014,12,7
111,2015-03-01,84.0,True,2014-12-07,canceled,2015.0,3.0,1.0,2014,12,7
583,2015-05-15,158.0,True,2014-12-08,canceled,2015.0,5.0,15.0,2014,12,8
461,,,False,2014-12-08,current,,,,2014,12,8
1199,2015-01-15,38.0,True,2014-12-08,canceled,2015.0,1.0,15.0,2014,12,8
743,2015-01-16,38.0,True,2014-12-09,canceled,2015.0,1.0,16.0,2014,12,9
474,2015-03-16,97.0,True,2014-12-09,canceled,2015.0,3.0,16.0,2014,12,9
960,2014-12-15,6.0,True,2014-12-09,canceled,2014.0,12.0,15.0,2014,12,9
667,2015-01-16,38.0,True,2014-12-09,canceled,2015.0,1.0,16.0,2014,12,9
1095,2014-12-13,4.0,True,2014-12-09,canceled,2014.0,12.0,13.0,2014,12,9
1095,2015-08-13,68.0,True,2015-06-06,canceled,2015.0,8.0,13.0,2015,6,6
79,2015-07-16,219.0,True,2014-12-09,canceled,2015.0,7.0,16.0,2014,12,9
691,2015-01-10,3.0,True,2015-01-07,canceled,2015.0,1.0,10.0,2015,1,7
66,,,False,2015-01-07,current,,,,2015,1,7
197,2015-06-14,158.0,True,2015-01-07,canceled,2015.0,6.0,14.0,2015,1,7
67,2015-03-14,66.0,True,2015-01-07,canceled,2015.0,3.0,14.0,2015,1,7
678,2015-02-15,38.0,True,2015-01-08,canceled,2015.0,2.0,15.0,2015,1,8
873,2015-01-30,22.0,True,2015-01-08,canceled,2015.0,1.0,30.0,2015,1,8
623,2015-04-15,97.0,True,2015-01-08,canceled,2015.0,4.0,15.0,2015,1,8
623,2014-12-14,7.0,True,2014-12-07,canceled,2014.0,12.0,14.0,2014,12,7
791,,,False,2015-01-08,current,,,,2015,1,8
507,2015-03-10,60.0,True,2015-01-09,canceled,2015.0,3.0,10.0,2015,1,9
507,,,False,2015-03-10,current,,,,2015,3,10
488,,,False,2015-01-09,current,,,,2015,1,9
488,2014-11-20,5.0,True,2014-11-15,canceled,2014.0,11.0,20.0,2014,11,15
270,2015-05-31,142.0,True,2015-01-09,canceled,2015.0,5.0,31.0,2015,1,9
362,2015-02-05,27.0,True,2015-01-09,canceled,2015.0,2.0,5.0,2015,1,9
362,2015-04-16,70.0,True,2015-02-05,canceled,2015.0,4.0,16.0,2015,2,5
263,2015-04-17,97.0,True,2015-01-10,canceled,2015.0,4.0,17.0,2015,1,10
263,,,False,2015-08-12,current,,,,2015,8,12
263,2015-07-08,37.0,True,2015-06-01,canceled,2015.0,7.0,8.0,2015,6,1
965,2015-04-17,97.0,True,2015-01-10,canceled,2015.0,4.0,17.0,2015,1,10
761,2015-02-18,38.0,True,2015-01-11,canceled,2015.0,2.0,18.0,2015,1,11
1191,2015-01-11,0.0,True,2015-01-11,canceled,2015.0,1.0,11.0,2015,1,11
598,,,False,2015-01-12,current,,,,2015,1,12
785,2015-03-10,57.0,True,2015-01-12,canceled,2015.0,3.0,10.0,2015,1,12
785,2015-05-19,41.0,True,2015-04-08,canceled,2015.0,5.0,19.0,2015,4,8
785,2015-04-08,29.0,True,2015-03-10,canceled,2015.0,4.0,8.0,2015,3,10
989,2015-02-18,37.0,True,2015-01-12,canceled,2015.0,2.0,18.0,2015,1,12
989,2015-06-19,72.0,True,2015-04-08,canceled,2015.0,6.0,19.0,2015,4,8
989,2015-04-08,49.0,True,2015-02-18,canceled,2015.0,4.0,8.0,2015,2,18
28,,,False,2015-01-12,current,,,,2015,1,12
1293,2014-12-10,2.0,True,2014-12-08,canceled,2014.0,12.0,10.0,2014,12,8
166,,,False,2014-12-08,current,,,,2014,12,8
682,2014-12-15,7.0,True,2014-12-08,canceled,2014.0,12.0,15.0,2014,12,8
682,2014-12-07,0.0,True,2014-12-07,canceled,2014.0,12.0,7.0,2014,12,7
682,2015-05-15,37.0,True,2015-04-08,canceled,2015.0,5.0,15.0,2015,4,8
1295,2014-12-15,6.0,True,2014-12-09,canceled,2014.0,12.0,15.0,2014,12,9
1295,2015-07-22,5.0,True,2015-07-17,canceled,2015.0,7.0,22.0,2015,7,17
695,2014-12-15,6.0,True,2014-12-09,canceled,2014.0,12.0,15.0,2014,12,9
671,2015-02-03,56.0,True,2014-12-09,canceled,2015.0,2.0,3.0,2014,12,9
907,2014-12-15,6.0,True,2014-12-09,canceled,2014.0,12.0,15.0,2014,12,9
1121,2015-01-12,14.0,True,2014-12-29,canceled,2015.0,1.0,12.0,2014,12,29
1121,2014-12-29,48.0,True,2014-11-11,canceled,2014.0,12.0,29.0,2014,11,11
1121,2015-02-18,37.0,True,2015-01-12,canceled,2015.0,2.0,18.0,2015,1,12
966,2015-03-10,62.0,True,2015-01-07,canceled,2015.0,3.0,10.0,2015,1,7
966,,,False,2015-03-10,current,,,,2015,3,10
442,2015-03-10,62.0,True,2015-01-07,canceled,2015.0,3.0,10.0,2015,1,7
442,,,False,2015-03-10,current,,,,2015,3,10
442,2015-04-27,43.0,True,2015-03-15,canceled,2015.0,4.0,27.0,2015,3,15
442,,,False,2015-05-14,current,,,,2015,5,14
5,2015-04-16,99.0,True,2015-01-07,canceled,2015.0,4.0,16.0,2015,1,7
5,2015-01-07,0.0,True,2015-01-07,canceled,2015.0,1.0,7.0,2015,1,7
1283,2015-01-10,3.0,True,2015-01-07,canceled,2015.0,1.0,10.0,2015,1,7
592,,,False,2015-01-07,current,,,,2015,1,7
1137,2015-01-10,2.0,True,2015-01-08,canceled,2015.0,1.0,10.0,2015,1,8
34,2015-02-03,26.0,True,2015-01-08,canceled,2015.0,2.0,3.0,2015,1,8
34,2015-01-08,53.0,True,2014-11-16,canceled,2015.0,1.0,8.0,2014,11,16
34,,,False,2015-02-03,current,,,,2015,2,3
824,2015-01-31,22.0,True,2015-01-09,canceled,2015.0,1.0,31.0,2015,1,9
824,2015-03-04,22.0,True,2015-02-10,canceled,2015.0,3.0,4.0,2015,2,10
0,,,False,2015-01-09,current,,,,2015,1,9
688,2015-01-11,2.0,True,2015-01-09,canceled,2015.0,1.0,11.0,2015,1,9
527,,,False,2015-01-09,current,,,,2015,1,9
1060,2015-02-18,38.0,True,2015-01-11,canceled,2015.0,2.0,18.0,2015,1,11
1010,2015-01-11,0.0,True,2015-01-11,canceled,2015.0,1.0,11.0,2015,1,11
745,2014-11-13,2.0,True,2014-11-11,canceled,2014.0,11.0,13.0,2014,11,11
227,2014-12-19,37.0,True,2014-11-12,canceled,2014.0,12.0,19.0,2014,11,12
227,,,False,2015-04-08,current,,,,2015,4,8
929,2014-11-17,5.0,True,2014-11-12,canceled,2014.0,11.0,17.0,2014,11,12
841,2014-11-12,0.0,True,2014-11-12,canceled,2014.0,11.0,12.0,2014,11,12
599,2015-01-14,63.0,True,2014-11-12,canceled,2015.0,1.0,14.0,2014,11,12
599,2015-01-22,8.0,True,2015-01-14,canceled,2015.0,1.0,22.0,2015,1,14
599,,,False,2015-04-02,current,,,,2015,4,2
181,2015-03-10,117.0,True,2014-11-13,canceled,2015.0,3.0,10.0,2014,11,13
181,,,False,2015-03-10,current,,,,2015,3,10
1035,2014-11-13,0.0,True,2014-11-13,canceled,2014.0,11.0,13.0,2014,11,13
1035,2015-02-09,3.0,True,2015-02-06,canceled,2015.0,2.0,9.0,2015,2,6
639,2015-03-20,127.0,True,2014-11-13,canceled,2015.0,3.0,20.0,2014,11,13
126,,,False,2014-11-14,current,,,,2014,11,14
254,,,False,2014-11-14,current,,,,2014,11,14
1303,2015-01-14,61.0,True,2014-11-14,canceled,2015.0,1.0,14.0,2014,11,14
1303,2015-04-08,29.0,True,2015-03-10,canceled,2015.0,4.0,8.0,2015,3,10
1303,2015-04-21,13.0,True,2015-04-08,canceled,2015.0,4.0,21.0,2015,4,8
1303,2015-02-03,20.0,True,2015-01-14,canceled,2015.0,2.0,3.0,2015,1,14
1303,2015-03-10,35.0,True,2015-02-03,canceled,2015.0,3.0,10.0,2015,2,3
969,2014-12-22,38.0,True,2014-11-14,canceled,2014.0,12.0,22.0,2014,11,14
869,2014-11-21,7.0,True,2014-11-14,canceled,2014.0,11.0,21.0,2014,11,14
972,2015-01-14,60.0,True,2014-11-15,canceled,2015.0,1.0,14.0,2014,11,15
972,2015-03-10,55.0,True,2015-01-14,canceled,2015.0,3.0,10.0,2015,1,14
972,2015-03-22,12.0,True,2015-03-10,canceled,2015.0,3.0,22.0,2015,3,10
334,2015-03-10,114.0,True,2014-11-16,canceled,2015.0,3.0,10.0,2014,11,16
334,,,False,2015-03-10,current,,,,2015,3,10
469,,,False,2014-11-16,current,,,,2014,11,16
684,2014-11-21,5.0,True,2014-11-16,canceled,2014.0,11.0,21.0,2014,11,16
1012,2014-11-21,4.0,True,2014-11-17,canceled,2014.0,11.0,21.0,2014,11,17
33,,,False,2015-01-12,current,,,,2015,1,12
250,,,False,2015-01-12,current,,,,2015,1,12
1109,2015-01-16,4.0,True,2015-01-12,canceled,2015.0,1.0,16.0,2015,1,12
486,,,False,2015-01-12,current,,,,2015,1,12
862,2015-01-18,6.0,True,2015-01-12,canceled,2015.0,1.0,18.0,2015,1,12
567,,,False,2015-01-12,current,,,,2015,1,12
371,,,False,2015-01-13,current,,,,2015,1,13
765,2015-01-18,5.0,True,2015-01-13,canceled,2015.0,1.0,18.0,2015,1,13
1277,2015-01-22,8.0,True,2015-01-14,canceled,2015.0,1.0,22.0,2015,1,14
1277,2015-01-14,61.0,True,2014-11-14,canceled,2015.0,1.0,14.0,2014,11,14
1071,2015-03-17,62.0,True,2015-01-14,canceled,2015.0,3.0,17.0,2015,1,14
1071,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
923,2015-03-10,55.0,True,2015-01-14,canceled,2015.0,3.0,10.0,2015,1,14
923,2015-01-14,59.0,True,2014-11-16,canceled,2015.0,1.0,14.0,2014,11,16
923,,,False,2015-03-10,current,,,,2015,3,10
640,2015-01-15,1.0,True,2015-01-14,canceled,2015.0,1.0,15.0,2015,1,14
640,2015-01-14,63.0,True,2014-11-12,canceled,2015.0,1.0,14.0,2014,11,12
640,,,False,2015-04-01,current,,,,2015,4,1
640,2015-01-15,0.0,True,2015-01-15,canceled,2015.0,1.0,15.0,2015,1,15
640,2015-03-10,54.0,True,2015-01-15,canceled,2015.0,3.0,10.0,2015,1,15
640,2015-04-01,22.0,True,2015-03-10,canceled,2015.0,4.0,1.0,2015,3,10
1174,2015-02-03,20.0,True,2015-01-14,canceled,2015.0,2.0,3.0,2015,1,14
1174,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
1174,2015-02-17,14.0,True,2015-02-03,canceled,2015.0,2.0,17.0,2015,2,3
1019,2015-01-18,4.0,True,2015-01-14,canceled,2015.0,1.0,18.0,2015,1,14
1019,2015-01-14,64.0,True,2014-11-11,canceled,2015.0,1.0,14.0,2014,11,11
655,2015-01-20,6.0,True,2015-01-14,canceled,2015.0,1.0,20.0,2015,1,14
655,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
529,,,False,2015-02-03,current,,,,2015,2,3
529,2015-02-03,57.0,True,2014-12-08,canceled,2015.0,2.0,3.0,2014,12,8
222,,,False,2014-11-17,current,,,,2014,11,17
256,2015-04-01,119.0,True,2014-12-03,canceled,2015.0,4.0,1.0,2014,12,3
256,2015-06-10,70.0,True,2015-04-01,canceled,2015.0,6.0,10.0,2015,4,1
288,,,False,2014-12-03,current,,,,2014,12,3
523,2015-01-12,40.0,True,2014-12-03,canceled,2015.0,1.0,12.0,2014,12,3
523,2015-03-10,57.0,True,2015-01-12,canceled,2015.0,3.0,10.0,2015,1,12
523,,,False,2015-03-10,current,,,,2015,3,10
24,2015-06-10,189.0,True,2014-12-03,canceled,2015.0,6.0,10.0,2014,12,3
922,2014-12-08,5.0,True,2014-12-03,canceled,2014.0,12.0,8.0,2014,12,3
707,2014-12-03,0.0,True,2014-12-03,canceled,2014.0,12.0,3.0,2014,12,3
397,2015-04-01,118.0,True,2014-12-04,canceled,2015.0,4.0,1.0,2014,12,4
397,,,False,2015-04-01,current,,,,2015,4,1
925,2014-12-05,1.0,True,2014-12-04,canceled,2014.0,12.0,5.0,2014,12,4
265,2015-01-11,38.0,True,2014-12-04,canceled,2015.0,1.0,11.0,2014,12,4
650,2014-12-10,6.0,True,2014-12-04,canceled,2014.0,12.0,10.0,2014,12,4
650,2015-08-11,160.0,True,2015-03-04,canceled,2015.0,8.0,11.0,2015,3,4
717,2014-12-04,0.0,True,2014-12-04,canceled,2014.0,12.0,4.0,2014,12,4
1013,2015-04-01,118.0,True,2014-12-04,canceled,2015.0,4.0,1.0,2014,12,4
1013,2015-04-11,10.0,True,2015-04-01,canceled,2015.0,4.0,11.0,2015,4,1
618,2015-04-12,128.0,True,2014-12-05,canceled,2015.0,4.0,12.0,2014,12,5
1236,2015-02-03,60.0,True,2014-12-05,canceled,2015.0,2.0,3.0,2014,12,5
1181,,,False,2014-12-05,current,,,,2014,12,5
1152,2014-12-07,2.0,True,2014-12-05,canceled,2014.0,12.0,7.0,2014,12,5
1152,2015-05-14,3.0,True,2015-05-11,canceled,2015.0,5.0,14.0,2015,5,11
1152,2015-07-22,6.0,True,2015-07-16,canceled,2015.0,7.0,22.0,2015,7,16
1225,2014-12-10,5.0,True,2014-12-05,canceled,2014.0,12.0,10.0,2014,12,5
727,2014-12-07,0.0,True,2014-12-07,canceled,2014.0,12.0,7.0,2014,12,7
866,2015-01-14,38.0,True,2014-12-07,canceled,2015.0,1.0,14.0,2014,12,7
1201,2015-01-14,38.0,True,2014-12-07,canceled,2015.0,1.0,14.0,2014,12,7
982,2014-12-09,1.0,True,2014-12-08,canceled,2014.0,12.0,9.0,2014,12,8
193,2015-04-01,114.0,True,2014-12-08,canceled,2015.0,4.0,1.0,2014,12,8
193,,,False,2015-04-01,current,,,,2015,4,1
710,2015-02-03,57.0,True,2014-12-08,canceled,2015.0,2.0,3.0,2014,12,8
710,2015-02-15,12.0,True,2015-02-03,canceled,2015.0,2.0,15.0,2015,2,3
1273,2015-01-12,0.0,True,2015-01-12,canceled,2015.0,1.0,12.0,2015,1,12
1280,2015-01-15,3.0,True,2015-01-12,canceled,2015.0,1.0,15.0,2015,1,12
180,2015-03-10,57.0,True,2015-01-12,canceled,2015.0,3.0,10.0,2015,1,12
180,,,False,2015-04-08,current,,,,2015,4,8
180,2015-04-08,29.0,True,2015-03-10,canceled,2015.0,4.0,8.0,2015,3,10
722,2015-03-10,57.0,True,2015-01-12,canceled,2015.0,3.0,10.0,2015,1,12
722,2015-05-19,70.0,True,2015-03-10,canceled,2015.0,5.0,19.0,2015,3,10
125,,,False,2015-01-13,current,,,,2015,1,13
954,2015-03-10,55.0,True,2015-01-14,canceled,2015.0,3.0,10.0,2015,1,14
954,2015-04-02,23.0,True,2015-03-10,canceled,2015.0,4.0,2.0,2015,3,10
954,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
140,,,False,2015-01-14,current,,,,2015,1,14
140,2015-01-14,65.0,True,2014-11-10,canceled,2015.0,1.0,14.0,2014,11,10
1139,2015-01-16,2.0,True,2015-01-14,canceled,2015.0,1.0,16.0,2015,1,14
1139,2015-02-18,33.0,True,2015-01-16,canceled,2015.0,2.0,18.0,2015,1,16
1139,2015-01-14,64.0,True,2014-11-11,canceled,2015.0,1.0,14.0,2014,11,11
388,,,False,2015-02-03,current,,,,2015,2,3
388,2015-02-03,57.0,True,2014-12-08,canceled,2015.0,2.0,3.0,2014,12,8
147,,,False,2015-02-03,current,,,,2015,2,3
147,2015-02-03,62.0,True,2014-12-03,canceled,2015.0,2.0,3.0,2014,12,3
119,2015-04-08,64.0,True,2015-02-03,canceled,2015.0,4.0,8.0,2015,2,3
119,,,False,2015-04-08,current,,,,2015,4,8
119,2015-02-03,62.0,True,2014-12-03,canceled,2015.0,2.0,3.0,2014,12,3
97,2015-04-08,62.0,True,2015-02-05,canceled,2015.0,4.0,8.0,2015,2,5
97,,,False,2015-04-08,current,,,,2015,4,8
962,2015-02-06,1.0,True,2015-02-05,canceled,2015.0,2.0,6.0,2015,2,5
962,2014-12-05,1.0,True,2014-12-04,canceled,2014.0,12.0,5.0,2014,12,4
984,2015-03-12,35.0,True,2015-02-05,canceled,2015.0,3.0,12.0,2015,2,5
984,,,False,2015-08-13,current,,,,2015,8,13
444,2015-04-08,62.0,True,2015-02-05,canceled,2015.0,4.0,8.0,2015,2,5
444,,,False,2015-04-08,current,,,,2015,4,8
444,2014-12-06,2.0,True,2014-12-04,canceled,2014.0,12.0,6.0,2014,12,4
493,,,False,2015-02-05,current,,,,2015,2,5
435,,,False,2015-02-06,current,,,,2015,2,6
386,2015-04-08,61.0,True,2015-02-06,canceled,2015.0,4.0,8.0,2015,2,6
386,2015-06-13,66.0,True,2015-04-08,canceled,2015.0,6.0,13.0,2015,4,8
386,2015-01-17,4.0,True,2015-01-13,canceled,2015.0,1.0,17.0,2015,1,13
156,,,False,2014-11-10,current,,,,2014,11,10
649,2015-03-17,127.0,True,2014-11-10,canceled,2015.0,3.0,17.0,2014,11,10
145,,,False,2014-11-10,current,,,,2014,11,10
420,,,False,2014-11-10,current,,,,2014,11,10
582,,,False,2014-11-10,current,,,,2014,11,10
165,2015-03-17,127.0,True,2014-11-10,canceled,2015.0,3.0,17.0,2014,11,10
580,2015-07-17,249.0,True,2014-11-10,canceled,2015.0,7.0,17.0,2014,11,10
919,2015-03-17,127.0,True,2014-11-10,canceled,2015.0,3.0,17.0,2014,11,10
90,2015-03-10,120.0,True,2014-11-10,canceled,2015.0,3.0,10.0,2014,11,10
90,2015-04-01,22.0,True,2015-03-10,canceled,2015.0,4.0,1.0,2015,3,10
90,,,False,2015-04-01,current,,,,2015,4,1
864,2014-11-19,9.0,True,2014-11-10,canceled,2014.0,11.0,19.0,2014,11,10
963,2014-11-14,4.0,True,2014-11-10,canceled,2014.0,11.0,14.0,2014,11,10
328,,,False,2014-11-10,current,,,,2014,11,10
1122,2014-11-17,7.0,True,2014-11-10,canceled,2014.0,11.0,17.0,2014,11,10
